book_id,title,average_rating
2784,Decision Points,3.77
2785,"Witch & Wizard (Witch & Wizard, #1)",3.57
2786,"Julie of the Wolves (Julie of the Wolves, #1)",3.79
2787,Forever . . .,3.63
2788,The Wright Brothers,4.16
2789,The Matarese Circle (Matarese #1),4.03
2790,American Lion: Andrew Jackson in the White House,3.76
2791,"The Forgotten (John Puller, #2)",4.07
2792,"Shadows of Self (Mistborn, #5)",4.3
2793,"Mad About the Boy (Bridget Jones, #3)",3.32
2794,The Four Loves,4.16
2795,Archer's Voice,4.45
2796,The Lost Wife,4.2
2797,History of Beauty,3.77
2798,"I, Claudius (Claudius, #1)",4.27
2799,"The Testing (The Testing, #1)",4.05
2800,"Takedown Twenty (Stephanie Plum, #20)",3.75
2801,The Boy Who Sneaks in My Bedroom Window,3.95
2802,"Terrier (Beka Cooper, #1)",4.16
2803,"First Grave on the Right (Charley Davidson, #1)",4.07
2804,A House in the Sky,4.2
2805,Anya's Ghost,3.88
2806,The Rules of Attraction,3.71
2807,"The Good, the Bad, and the Undead (The Hollows, #2)",4.26
2808,"The Crystal Shard (Forgotten Realms: Icewind Dale, #1; Legend of Drizzt, #4)",4.13
2809,Wide Sargasso Sea,3.56
2810,The Magus,4.04
2811,"King of the Murgos (The Malloreon, #2)",4.1
2812,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",3.96
2813,"You (You, #1)",3.83
2814,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",4.23
2815,Playing for Pizza,3.41
2816,"Tiger's Curse (The Tiger Saga, #1)",4.07
2817,Chapterhouse: Dune (Dune Chronicles #6),3.89
2818,Brown Girl Dreaming,4.11
2819,"Feed (Newsflesh Trilogy, #1)",3.86
2820,Icy Sparks,3.68
2821,"Anne's House of Dreams (Anne of Green Gables, #5)",4.12
2822,"The Templar Legacy (Cotton Malone, #1)",3.81
2823,"J is for Judgment (Kinsey Millhone, #10)",4.01
2824,The Physick Book of Deliverance Dane,3.7
2825,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",4.25
2826,"Lick (Stage Dive, #1)",4.15
2827,"Not a Penny More, Not a Penny Less",4.0
2828,Best Served Cold,4.16
2829,Elizabeth Is Missing,3.7
2830,"Consent to Kill (Mitch Rapp, #8)",4.36
2831,The Warmth of Other Suns: The Epic Story of America's Great Migration,4.31
2832,The First Fifteen Lives of Harry August,4.04
2833,"The Prisoner of Heaven (The Cemetery of Forgotten Books, #3)",3.96
2834,The Guns of August,4.18
2835,"Separation of Power (Mitch Rapp, #5)",4.32
2836,"Tomorrow, When the War Began (Tomorrow, #1)",4.05
2837,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",3.75
2838,Love Letters to the Dead,3.82
2839,War Brides,3.75
2840,Homegoing,4.41
2841,Packing for Mars: The Curious Science of Life in the Void,3.93
2842,"Divine Justice (Camel Club, #4)",4.17
2843,"Kick-Ass (Kick-Ass, #1)",4.04
2844,Left to Tell: Discovering God Amidst the Rwandan Holocaust,4.43
2845,"Plague (Gone, #4)",4.18
2846,Hard Times,3.5
2847,La Vérité sur l'affaire Harry Quebert,3.94
2848,A God in Ruins,3.92
2849,Caught,3.98
2850,"Magic Study (Study, #2)",4.06
2851,"Chobits, Vol. 1",4.05
2852,Battle Royale,4.24
2853,The Girl Who Chased the Moon,3.97
2854,A Town Like Alice,4.12
2855,#GIRLBOSS,3.71
2856,The Secret Life of CeeCee Wilkes,4.09
2857,Crocodile on the Sandbank (Amelia Peabody #1),4.02
2858,"Bed of Roses (Bride Quartet, #2)",4.11
2859,"Debt of Honor (Jack Ryan Universe, #8)",4.03
2860,Till We Have Faces,4.19
2861,"Point Blank (Alex Rider, #2)",4.1
2862,Strangers,3.98
2863,"The Kill Artist (Gabriel Allon, #1)",4.0
2864,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",4.26
2865,"The Gashlycrumb Tinies (The Vinegar Works, #1)",4.23
2866,"The Long Earth (The Long Earth, #1)",3.74
2867,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,4.07
2868,"Existence (Existence Trilogy, #1)",3.95
2869,What We Talk About When We Talk About Love,4.22
2870,That Summer,3.49
2871,"Theft of Swords (The Riyria Revelations, #1-2)",4.21
2872,"Necessary Lies (Necessary Lies, #1)",4.21
2873,Lucifer's Hammer,3.98
2874,Montana Sky,4.07
2875,Of Human Bondage,4.11
2876,I Was Here,3.78
2877,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",4.49
2878,"Alone (Detective D.D. Warren, #1)",3.97
2879,Mike Mulligan and His Steam Shovel,4.2
2880,"Divergent Series Complete Box Set (Divergent, #1-3)",4.32
2881,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",4.23
2882,"Happy Ever After (Bride Quartet, #4)",4.17
2883,Harvesting the Heart,3.59
2884,"Never Fade (The Darkest Minds, #2)",4.33
2885,Dewey: The Small-Town Library Cat Who Touched the World,3.85
2886,"The School for Good and Evil (The School for Good and Evil, #1)",4.0
2887,"For a Few Demons More (The Hollows, #5)",4.33
2888,"The Secret Place (Dublin Murder Squad, #5)",3.83
2889,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",4.55
2890,"The Coffin Dancer (Lincoln Rhyme, #2)",4.16
2891,"The Emperor's Code (The 39 Clues, #8)",4.04
2892,The Complete Adventures of Curious George,4.23
2893,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",4.14
2894,"Sailor Moon, #1 (Sailor Moon, #1)",4.29
2895,Think Like a Freak,3.82
2896,Drama,4.14
2897,Assassination Vacation,3.98
2898,Nine Princes in Amber (The Chronicles of Amber #1),4.1
2899,The Museum of Extraordinary Things,3.73
2900,"Ender in Exile (Ender's Saga, #1.2)",3.89
2901,"Undead and Unwed (Undead, #1)",3.81
2902,The Fifth Mountain,3.61
2903,The Power of Myth,4.3
2904,"Lock In (Lock In, #1)",3.85
2905,Longbourn,3.62
2906,As You Wish: Inconceivable Tales from the Making of The Princess Bride,4.08
2907,"Good Night, Gorilla",4.2
2908,The Beginning of Everything,3.78
2909,"In Too Deep (The 39 Clues, #6)",4.02
2910,Catch Me If You Can: The True Story of a Real Fake,4.05
2911,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",3.89
2912,The Seat of the Soul,3.97
2913,"Claim Me (Stark Trilogy, #2)",4.21
2914,Special Topics in Calamity Physics,3.7
2915,Bird Box,3.98
2916,"Partials (Partials Sequence, #1)",3.94
2917,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,4.04
2918,What She Left Behind,3.86
2919,"Wicked (Pretty Little Liars, #5)",4.04
2920,"Transfer of Power (Mitch Rapp, #3)",4.31
2921,Ariel,4.23
2922,"Batman, Volume 1: The Court of Owls",4.3
2923,"Practical Demonkeeping (Pine Cove, #1)",3.81
2924,"The Last Templar (Templar, #1)",3.57
2925,Official Book Club Selection: A Memoir According to Kathy Griffin,3.8
2926,The Book of Laughter and Forgetting,4.01
2927,The Horse Whisperer,3.77
2928,Why Men Love Bitches: From Doormat to Dreamgirl—A Woman's Guide to Holding Her Own in a Relationship,3.89
2929,"Wanted (Pretty Little Liars, #8)",4.15
2930,"The Outlaw Demon Wails (The Hollows, #6)",4.38
2931,Flatland: A Romance of Many Dimensions,3.81
2932,"The Diviners (The Diviners, #1)",3.96
2933,The Spectacular Now,3.53
2934,The Art of Loving,4.01
2935,"Gregor and the Code of Claw (Underland Chronicles, #5)",4.25
2936,"Eric (Discworld, #9; Rincewind #4)",3.72
2937,A Game of You (The Sandman #5),4.43
2938,The Other Side of the Story,3.77
2939,Beach Music,4.13
2940,"An Echo in the Darkness (Mark of the Lion, #2)",4.6
2941,"The Kiss of Deception (The Remnant Chronicles, #1)",4.06
2942,"Tai-Pan (Asian Saga, #2)",4.25
2943,The Weird Sisters,3.36
2944,"The Truth (Discworld, #25; Industrial Revolution, #2)",4.25
2945,The Leftovers,3.38
2946,Flow: The Psychology of Optimal Experience,4.1
2947,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",4.13
2948,Unbearable Lightness: A Story of Loss and Gain,3.83
2949,"Mine Till Midnight (The Hathaways, #1)",4.08
2950,All the President's Men,4.17
2951,Wolfsbane (Nightshade #2; Nightshade World #5),4.12
2952,The Mill on the Floss,3.77
2953,Super Sad True Love Story,3.44
2954,"The Blue Sword (Damar, #1)",4.24
2955,"Lover at Last (Black Dagger Brotherhood, #11)",4.3
2956,Vampire Academy: The Ultimate Guide (Vampire Academy),4.45
2957,Surprised by Joy: The Shape of My Early Life,4.14
2958,"Gödel, Escher, Bach: An Eternal Golden Braid",4.3
2959,"Trickster's Queen (Daughter of the Lioness, #2)",4.28
2960,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)",4.23
2961,"Freak the Mighty (Freak The Mighty, #1)",3.98
2962,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",3.69
2963,What's So Amazing About Grace?,4.21
2964,"Kill Shot (Mitch Rapp, #2)",4.3
2965,"The Plains of Passage (Earth's Children, #4)",3.77
2966,"Hard Luck (Diary of a Wimpy Kid, #8)",4.28
2967,The Bookseller of Kabul,3.76
2968,"The Merchant of Death (Pendragon, #1)",3.93
2969,The City & the City,3.91
2970,"Fatal Voyage (Temperance Brennan, #4)",4.04
2971,"Magic Strikes (Kate Daniels, #3)",4.44
2972,"My Favorite Mistake (My Favorite Mistake, #1)",4.01
2973,Airport,3.92
2974,"Angel (Maximum Ride, #7)",4.02
2975,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),4.35
2976,"Ramona the Brave (Ramona, #3)",4.09
2977,The Last Command,4.2
2978,The Emperor's Soul,4.33
2979,Just After Sunset,3.85
2980,Sold,4.19
2981,"Double Cross (Alex Cross, #13)",3.99
2982,Eugene Onegin,4.08
2983,"These Broken Stars (Starbound, #1)",3.93
2984,"Eon: Dragoneye Reborn (Eon, #1)",3.98
2985,The View from Saturday,3.74
2986,"Hidden (House of Night, #10)",3.98
2987,"Spell Bound (Hex Hall, #3)",4.09
2988,"The Secret of the Old Clock (Nancy Drew, #1)",3.98
2989,"Plum Island (John Corey, #1)",4.03
2990,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",3.98
2991,Second Glance,3.79
2992,"Frog and Toad Together (Frog and Toad, #2)",4.21
2993,The Lottery,4.09
2994,"Big Stone Gap (Big Stone Gap, #1)",3.86
2995,"The Alexandria Link (Cotton Malone, #2)",3.92
2996,"The Gathering (Darkness Rising, #1)",4.03
2997,"The Fiery Heart (Bloodlines, #4)",4.39
2998,"Magic Bleeds (Kate Daniels, #4)",4.46
2999,The Japanese Lover,3.8
3000,"Jingo (Discworld, #21; City Watch, #4)",4.11
3001,"Kiss of Midnight (Midnight Breed,  #1)",3.93
3002,Sons and Lovers,3.61
3003,A Woman of Substance (Emma Harte Saga #1),4.16
3004,"Crash (Crash, #1)",4.02
3005,"The Hit (Will Robie, #2)",4.05
3006,"Count Zero (Sprawl, #2)",4.0
3007,Peony in Love,3.59
3008,Twenty Boy Summer,3.89
3009,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,4.05
3010,"The Ice Princess (Patrik Hedström, #1)",3.69
3011,Bookends,3.7
3012,Maude,4.05
3013,The Last Colony (Old Man's War #3),4.03
3014,If You Take a Mouse to School,4.26
3015,"Finding Cinderella (Hopeless, #2.5)",4.3
3016,Last Chance Saloon,3.78
3017,"Beauty from Pain (Beauty, #1)",4.25
3018,Where Are the Children?,4.0
3019,"The Hero and the Crown (Damar, #2)",4.21
3020,The Metamorphosis and Other Stories,4.01
3021,The Space Between Us,3.98
3022,Sir Gawain and the Green Knight ,3.68
3023,"Three Men in a Boat (Three Men, #1)",3.9
3024,Desert Solitaire,4.22
3025,"Plum Lovin' (Stephanie Plum, #12.5)",3.7
3026,Strengths Finder 2.0,3.92
3027,Another Roadside Attraction,3.97
3028,Sarum: The Novel of England,4.07
3029,Rage of Angels,3.91
3030,"Vampire Academy Box Set (Vampire Academy, #1-4)",4.57
3031,"Everlasting (The Immortals, #6)",3.92
3032,"A Shade of Vampire (A Shade of Vampire, #1)",3.83
3033,The Right Stuff,4.23
3034,Cocktails for Three,3.38
3035,"Vanish (Rizzoli & Isles, #5)",4.13
3036,"Fluke: Or, I Know Why the Winged Whale Sings",3.73
3037,The Tell-Tale Heart,4.22
3038,Girl in Translation,3.96
3039,"Panic (Panic, #1)",3.56
3040,"Because of Low (Sea Breeze, #2)",4.14
3041,Leonardo's Notebooks,3.97
3042,Between Sisters,4.0
3043,"Wayward (Wayward Pines, #2)",4.12
3044,"Queste (Septimus Heap, #4)",4.04
3045,Finding Audrey,3.82
3046,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",3.95
3047,Fox in Socks,4.04
3048,My Name is Red,3.83
3049,The Teachings of Don Juan: A Yaqui Way of Knowledge ,3.94
3050,"The Sixth Man (Sean King & Michelle Maxwell, #5)",4.13
3051,Stone Soup,4.23
3052,"The Warrior Heir (The Heir Chronicles, #1)",3.95
3053,"Top Secret Twenty-One (Stephanie Plum, #21)",3.79
3054,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,4.61
3055,Death: The High Cost of Living Collected,4.21
3056,Christy,4.2
3057,"Destroy Me (Shatter Me, #1.5)",4.27
3058,"Gone (Quincy & Rainie, #5)",4.18
3059,Mindset: The New Psychology of Success,4.04
3060,Beyond the Grave (The 39 Clues #4),3.92
3061,The Problem of Pain,4.12
3062,"Nudge: Improving Decisions About Health, Wealth, and Happiness",3.8
3063,"The Dark Is Rising (The Dark is Rising, #2)",4.07
3064,Purity,3.59
3065,The Door to December,3.94
3066,"Four Blind Mice (Alex Cross, #8)",3.98
3067,True Colors,3.89
3068,"Slapstick, or Lonesome No More!",3.87
3069,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,4.05
3070,"Labyrinth (Languedoc, #1)",3.55
3071,Founding Brothers: The Revolutionary Generation,3.92
3072,Forward the Foundation (Foundation: Prequel #2),4.13
3073,"Saphirblau (Edelstein-Trilogie, #2)",4.19
3074,"Going Clear: Scientology, Hollywood, and the Prison of Belief",4.02
3075,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",3.74
3076,The French Lieutenant's Woman,3.85
3077,The Rime of the Ancient Mariner,3.93
3078,The Paper Bag Princess,4.32
3079,Tortilla Flat,3.82
3080,"King Solomon's Mines (Allan Quatermain, #1)",3.8
3081,"Love Unrehearsed (Love, #2)",4.26
3082,Brief Lives (The Sandman #7),4.55
3083,"Nightfall (The Vampire Diaries: The Return, #1)",3.57
3084,"The People of Sparks (Book of Ember, #2)",3.65
3085,Narcissus and Goldmund,4.19
3086,Fables and Reflections (The Sandman #6),4.45
3087,"The Bone Season (The Bone Season, #1)",3.75
3088,Little Dorrit,3.97
3089,"Eagle Strike (Alex Rider, #4)",4.11
3090,Valley of the Dolls,3.7
3091,The Source,4.3
3092,You Shall Know Our Velocity!,3.62
3093,ثلاثية غرناطة,4.29
3094,We're Going on a Bear Hunt,4.27
3095,"Vampire Academy Collection (Vampire Academy, #1-3)",4.61
3096,"Guardians of the West (The Malloreon, #1)",4.09
3097,The Search,4.11
3098,"Honeymoon (Honeymoon, #1)",3.81
3099,Pandora's Star,4.24
3100,How to Eat Fried Worms,3.75
3101,The Raven and other poems,4.3
3102,The Weight of Silence,3.93
3103,Trigger Warning: Short Fictions and Disturbances,3.92
3104,Lincoln,4.17
3105,"Magic Burns (Kate Daniels, #2)",4.33
3106,The Quiet American,3.96
3107,"The Proposition (The Proposition, #1)",4.05
3108,"Cause of Death (Kay Scarpetta, #7)",3.93
3109,Master and Commander,4.1
3110,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",4.42
3111,Revelation Space,3.97
3112,"Private (Private, #1)",3.88
3113,"Wicked Appetite (Lizzy & Diesel, #1)",3.77
3114,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",4.16
3115,A Hunger Like No Other (Immortals After Dark #2),4.21
3116,"A Million Suns (Across the Universe, #2)",4.04
3117,"The High Lord (Black Magician Trilogy, #3)",4.15
3118,The Valley of Amazement,3.6
3119,Three Weeks With My Brother,4.01
3120,The High King (The Chronicles of Prydain #5),4.26
3121,"Die for Me (Revenants, #1)",4.0
3122,Gift from the Sea,4.18
3123,Confessions of an Economic Hit Man,3.83
3124,Ficciones,4.47
3125,"Winter Prey (Lucas Davenport, #5)",4.24
3126,The Complete Short Stories,4.28
3127,"Dandelion Wine (Green Town, #1)",4.08
3128,The Mummy (Ramses the Damned #1),3.81
3129,Switch: How to Change Things When Change Is Hard,4.02
3130,Trail of Broken Wings,3.94
3131,The Collector,3.99
3132,Fairest,3.86
3133,Timequake,3.71
3134,The Orchardist,3.75
3135,"One Summer: America, 1927",4.06
3136,Evening Class,3.98
3137,"The Talismans of Shannara (Heritage of Shannara, #4)",4.01
3138,"Anne of Windy Poplars (Anne of Green Gables, #4)",4.04
3139,A Hero of Our Time,4.11
3140,The Atonement Child,4.26
3141,Amsterdam,3.41
3142,Theodore Rex,4.16
3143,The Far Pavilions,4.2
3144,"Nothing to Lose (Jack Reacher, #12)",3.9
3145,"Falling into You (Falling, #1)",4.04
3146,Adultery,3.01
3147,"The Rithmatist (The Rithmatist, #1)",4.25
3148,The Christmas Shoes (Christmas Hope #1),4.22
3149,Skinny Bitch,3.34
3150,"Mystery Man (Dream Man, #1)",4.25
3151,Curious George Goes to the Hospital,4.22
3152,The Snowball: Warren Buffett and the Business of Life,4.05
3153,"The Bride (Lairds' Fiancées, #1)",4.26
3154,"Erak's Ransom (Ranger's Apprentice, #7)",4.31
3155,Missing You,3.95
3156,Snow,3.55
3157,"Halt's Peril (Ranger's Apprentice, #9)",4.38
3158,"The Apprentice (Rizzoli & Isles, #2)",4.14
3159,Betty Crocker's Cookbook,4.25
3160,Elsewhere,3.91
3161,Stay Close,3.87
3162,The Quickie,3.82
3163,"Step on a Crack (Michael Bennett, #1)",4.0
3164,Counting by 7s,4.16
3165,"Hourglass (Evernight, #3)",3.8
3166,"A Kiss of Shadows (Merry Gentry, #1)",4.01
3167,"Executive Power (Mitch Rapp, #6)",4.33
3168,"Savor the Moment (Bride Quartet, #3)",4.13
3169,The Most Dangerous Game,3.91
3170,Little Brother,3.94
3171,"Dearly Devoted Dexter (Dexter, #2)",3.84
3172,The Essential Rumi,4.44
3173,Inside the O'Briens,3.98
3174,"Memories of Ice (The Malazan Book of the Fallen, #3)",4.39
3175,"Odd Hours (Odd Thomas, #4)",3.92
3176,"The Dead Girls' Dance (The Morganville Vampires, #2)",4.06
3177,"The Realms of the Gods (Immortals, #4)",4.32
3178,"One Second After (After, #1)",3.92
3179,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",4.2
3180,The Lover's Dictionary,3.89
3181,Art Through the Ages ,3.84
3182,"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",3.97
3183,The Darkest Kiss (Lords of the Underworld #2),4.26
3184,The Sugar Queen,3.98
3185,"Pure (Covenant, #2)",4.34
3186,Purple Hibiscus,4.11
3187,No One Belongs Here More Than You,3.81
3188,"Hammered (The Iron Druid Chronicles, #3)",4.22
3189,No Rest for the Wicked (Immortals After Dark #3),4.3
3190,"Extreme Measures (Mitch Rapp, #11)",4.32
3191,"Saga, Vol. 4 (Saga, #4)",4.47
3192,"A Beautiful Wedding (Beautiful, #2.5)",4.08
3193,Bad Monkey,3.66
3194,Sisterland,3.35
3195,"Juliet, Naked",3.48
3196,Chicken Soup for the Soul,3.94
3197,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",3.95
3198,"The Concrete Blonde (Harry Bosch, #3; Harry Bosch Universe, #3)",4.12
3199,"Seduced in the Dark (The Dark Duet, #2)",4.32
3200,Carpe Jugulum (Discworld #23; Witches #6),4.12
3201,The Warlord Wants Forever (Immortals After Dark #1),4.09
3202,Bluebeard,4.02
3203,Good Faeries/Bad Faeries,3.88
3204,The Island,3.88
3205,Cycle of the Werewolf,3.62
3206,The Devil's Arithmetic,4.04
3207,The World Without Us,3.79
3208,"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History",4.05
3209,The Rumor,3.69
3210,Orlando,3.86
3211,Thanks for the Memories,3.69
3212,Agnes Grey,3.65
3213,Angels Fall,3.98
3214,"Pursuit of Honor (Mitch Rapp, #12)",4.35
3215,Acheron (Dark-Hunter #14),4.59
3216,South of Broad,3.78
3217,The Birth House,3.99
3218,"Fade (Wake, #2)",3.95
3219,The Little Friend,3.43
3220,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",4.58
3221,"Savvy (Savvy, #1)",3.96
3222,The Book of Basketball: The NBA According to The Sports Guy,4.16
3223,"London Bridges (Alex Cross, #10)",3.92
3224,لا تحزن,4.15
3225,Wings of Fire: An Autobiography,4.19
3226,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",4.22
3227,The Signal and the Noise: Why So Many Predictions Fail - But Some Don't,3.96
3228,Salt to the Sea,4.36
3229,"The Body in the Library (Miss Marple, #3)",3.85
3230,The Lord of the Rings: The Art of The Fellowship of the Ring,4.59
3231,"Backstage Pass (Sinners on Tour, #1)",4.05
3232,The Story About Ping,4.15
3233,"Tales from a Not-So-Popular Party Girl (Dork Diaries, #2)",4.28
3234,"Farmer Boy (Little House, #3)",4.05
3235,Start with Why: How Great Leaders Inspire Everyone to Take Action,4.07
3236,The All-Girl Filling Station's Last Reunion,3.97
3237,Bastard Out of Carolina,4.09
3238,Beauty Queens,3.6
3239,"Daemon (Daemon, #1)",4.17
3240,The Burden of Proof,4.05
3241,"Crooked Kingdom (Six of Crows, #2)",4.62
3242,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",4.17
3243,The Stars My Destination,4.13
3244,"Trickster's Choice (Daughter of the Lioness, #1)",4.27
3245,"Cruel Beauty (Cruel Beauty Universe, #1)",3.74
3246,"The Rise of Endymion (Hyperion Cantos, #4)",4.16
3247,"Endymion (Hyperion Cantos, #3)",4.14
3248,The Arrival,4.33
3249,"Calamity (The Reckoners, #3)",4.2
3250,Shopgirl,3.42
3251,حوار مع صديقي الملحد,3.95
3252,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,4.07
3253,The Woman Upstairs,3.31
3254,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",3.82
3255,The Beautiful and Damned,3.75
3256,Confessions,3.88
3257,Our Souls at Night,3.96
3258,Carolina Moon,4.02
3259,The Painted Girls,3.61
3260,"UnEnchanted (An Unfortunate Fairy Tale, #1)",3.89
3261,"The Bedwetter: Stories of Courage, Redemption, and Pee",3.52
3262,"The Talented Mr. Ripley (Ripley, #1)",3.93
3263,"Chain Reaction (Perfect Chemistry, #3)",4.12
3264,"Noble House (Asian Saga, #5)",4.23
3265,"Dark Prince (Dark, #1)",4.01
3266,NARUTO -ナルト- 巻ノ四十三,4.57
3267,The Shining Girls,3.49
3268,The Zookeeper's Wife,3.44
3269,Slade House,3.82
3270,An Astronaut's Guide to Life on Earth,4.14
3271,"Ink Exchange (Wicked Lovely, #2)",3.68
3272,com نسيان,3.73
3273,Bleachers,3.46
3274,Hop On Pop,3.95
3275,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",4.77
3276,"Skeleton Key (Alex Rider, #3)",4.06
3277,Gone for Good,4.1
3278,"The Mad Ship (Liveship Traders, #2)",4.21
3279,"Inside the Human Body (The Magic School Bus, #3)",4.26
3280,"Lost Light (Harry Bosch, #9; Harry Bosch Universe, #11)",4.15
3281,"The Iron Trial (Magisterium, #1)",3.95
3282,"A Game of Thrones: The Graphic Novel, Vol. 1",4.48
3283,"The Carrie Diaries (The Carrie Diaries, #1)",3.57
3284,Jewel,3.64
3285,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",3.98
3286,"Tribulation Force (Left Behind, #2)",3.94
3287,Food Rules: An Eater's Manual,3.99
3288,في قلبي أنثى عبرية,4.04
3289,"Vampire Kisses (Vampire Kisses, #1)",3.69
3290,"Fly Away (Firefly Lane, #2)",3.94
3291,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",4.09
3292,The Exploits of Sherlock Holmes,4.4
3293,One True Thing,4.01
3294,Those Who Leave and Those Who Stay (The Neapolitan Novels #3),4.29
3295,"The Novice (Black Magician Trilogy, #2)",4.07
3296,Then We Came to the End,3.45
3297,"One Week Girlfriend (One Week Girlfriend, #1)",3.94
3298,"Ship of Destiny (Liveship Traders, #3)",4.21
3299,A Week in Winter,3.79
3300,Calico Joe,3.8
3301,"Hana-Kimi, Vol. 1 (Hana-Kimi, #1)",4.16
3302,"Daughter of the Forest  (Sevenwaters, #1)",4.28
3303,The Very Busy Spider,4.19
3304,Freckle Juice,3.82
3305,Linchpin: Are You Indispensable?,3.87
3306,Just So Stories,4.09
3307,The River of Doubt: Theodore Roosevelt's Darkest Journey,4.16
3308,Complications: A Surgeon's Notes on an Imperfect Science,4.23
3309,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",4.23
3310,Camera Lucida: Reflections on Photography,3.92
3311,The Hundred Secret Senses,3.98
3312,Pretty Baby,3.75
3313,The Gargoyle,3.96
3314,"Quicksilver (The Baroque Cycle, #1)",3.92
3315,My Story,3.77
3316,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",4.01
3317,Mort: The Play,4.29
3318,"Birthmarked (Birthmarked, #1)",3.89
3319,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",4.21
3320,The Philosophy of Andy Warhol (From A to B and Back Again),3.77
3321,Pale Fire,4.19
3322,The Lady and the Unicorn,3.67
3323,A Christmas Carol and Other Christmas Writings,4.13
3324,One More Thing: Stories and Other Stories,3.66
3325,Men at Arms: The Play,4.39
3326,"Carpe Corpus (The Morganville Vampires, #6)",4.21
3327,The Shock of the Fall,3.79
3328,"Asylum (Asylum, #1)",3.64
3329,The Heart Goes Last,3.37
3330,"A Fistful of Charms (The Hollows, #4)",4.28
3331,Desiring God: Meditations of a Christian Hedonist,4.19
3332,The Coldest Girl in Coldtown,3.86
3333,Skinny Dip,3.79
3334,The Marriage of Opposites,3.86
3335,Imagine: How Creativity Works,3.75
3336,"Feast of Fools (The Morganville Vampires, #4)",4.17
3337,"UnWholly (Unwind, #2)",4.25
3338,Consider the Lobster and Other Essays,4.25
3339,"The Atlantis Complex (Artemis Fowl, #7)",3.97
3340,Merrick (The Vampire Chronicles #7),3.71
3341,"The Bands of Mourning (Mistborn, #6)",4.45
3342,The Myth of Sisyphus and Other Essays,4.18
3343,"Someday, Someday, Maybe",3.49
3344,The Road Not Taken and Other Poems,4.27
3345,Simon vs. the Homo Sapiens Agenda,4.26
3346,Wives and Daughters,4.07
3347,"Splintered (Splintered, #1)",3.96
3348,The Little House,4.29
3349,Survival in Auschwitz,4.28
3350,"The Wizard Heir (The Heir Chronicles, #2)",4.14
3351,"The Mysterious Island (Extraordinary Voyages, #12)",4.08
3352,Girl in Hyacinth Blue,3.72
3353,Sylvester and the Magic Pebble,4.14
3354,"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",3.96
3355,Live Wire (Myron Bolitar #10),4.07
3356,Escape,3.96
3357,"The Collectors (Camel Club, #2)",4.01
3358,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,4.51
3359,"Maskerade (Discworld, #18; Witches #5)",4.06
3360,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",3.71
3361,"First, Break All the Rules: What the World's Greatest Managers Do Differently",3.92
3362,"The Last Continent (Discworld, #22; Rincewind #6)",3.99
3363,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),4.07
